,minicluster_size,mpitype,runtime,analysis,ranks
kubernetes-8/mpich/size_8_ring_usempi-noaff/mpis-8-ring_usempi-noaff-10,8,mpich,0.6443800926208496,ring_usempi-noaff,448
kubernetes-8/mpich/size_8_ring_usempi-noaff/mpis-8-ring_usempi-noaff-1,8,mpich,0.7292044162750244,ring_usempi-noaff,448
kubernetes-8/mpich/size_8_ring_usempi-noaff/mpis-8-ring_usempi-noaff-14,8,mpich,0.6053798198699951,ring_usempi-noaff,448
kubernetes-8/mpich/size_8_ring_usempi-noaff/mpis-8-ring_usempi-noaff-5,8,mpich,0.964961051940918,ring_usempi-noaff,448
kubernetes-8/mpich/size_8_ring_usempi-noaff/mpis-8-ring_usempi-noaff-11,8,mpich,0.5950961112976074,ring_usempi-noaff,448
kubernetes-8/mpich/size_8_ring_usempi-noaff/mpis-8-ring_usempi-noaff-9,8,mpich,0.7584302425384521,ring_usempi-noaff,448
kubernetes-8/mpich/size_8_ring_usempi-noaff/mpis-8-ring_usempi-noaff-3,8,mpich,0.8987231254577637,ring_usempi-noaff,448
kubernetes-8/mpich/size_8_ring_usempi-noaff/mpis-8-ring_usempi-noaff-18,8,mpich,0.6470351219177246,ring_usempi-noaff,448
kubernetes-8/mpich/size_8_ring_usempi-noaff/mpis-8-ring_usempi-noaff-7,8,mpich,0.5943272113800049,ring_usempi-noaff,448
kubernetes-8/mpich/size_8_ring_usempi-noaff/mpis-8-ring_usempi-noaff-2,8,mpich,0.5714113712310791,ring_usempi-noaff,448
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-10,7,mpich,0.27661776542663574,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-7,7,mpich,0.2808566093444824,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-11,7,mpich,0.27324438095092773,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-14,7,mpich,0.29039835929870605,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-5,7,mpich,0.31636691093444824,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-19,7,mpich,0.2978627681732178,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-16,7,mpich,0.270366907119751,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-9,7,mpich,0.306398868560791,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-12,7,mpich,0.27251195907592773,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-8,7,mpich,0.28066349029541016,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-4,7,mpich,0.3259263038635254,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-1,7,mpich,0.27870631217956543,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-13,7,mpich,0.2808382511138916,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-17,7,mpich,0.2991805076599121,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-2,7,mpich,0.2727482318878174,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-0,7,mpich,0.26411962509155273,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-15,7,mpich,0.3037750720977783,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-6,7,mpich,0.29506540298461914,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-18,7,mpich,0.3098134994506836,hello_c,392
kubernetes-8/mpich/size_7_hello_c/mpis-7-hello_c-3,7,mpich,0.2972090244293213,hello_c,392
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-17,3,mpich,0.19293642044067383,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-16,3,mpich,0.20847058296203613,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-14,3,mpich,0.20275497436523438,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-6,3,mpich,0.19266629219055176,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-11,3,mpich,0.193634033203125,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-19,3,mpich,0.1977705955505371,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-7,3,mpich,0.19422149658203125,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-8,3,mpich,0.19941449165344238,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-0,3,mpich,0.20174884796142578,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-3,3,mpich,0.19053936004638672,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-12,3,mpich,0.1970522403717041,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-4,3,mpich,0.18555235862731934,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-1,3,mpich,0.1853179931640625,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-13,3,mpich,0.19350481033325195,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-10,3,mpich,0.19130587577819824,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-5,3,mpich,0.21056056022644043,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-9,3,mpich,0.19480204582214355,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-18,3,mpich,0.18437767028808594,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-15,3,mpich,0.19100642204284668,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_mpifh/mpis-3-ring_mpifh-2,3,mpich,0.20009922981262207,ring_mpifh,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-2,3,mpich,0.1894361972808838,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-10,3,mpich,0.2010514736175537,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-4,3,mpich,0.22260475158691406,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-13,3,mpich,0.18720579147338867,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-11,3,mpich,0.18634843826293945,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-6,3,mpich,0.19337201118469238,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-5,3,mpich,0.18864226341247559,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-15,3,mpich,0.19478178024291992,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-14,3,mpich,0.19028449058532715,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-3,3,mpich,0.20490574836730957,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-18,3,mpich,0.18277740478515625,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-1,3,mpich,0.18794941902160645,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-0,3,mpich,0.20029807090759277,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-12,3,mpich,0.20659255981445312,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-9,3,mpich,0.1903538703918457,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-7,3,mpich,0.1965031623840332,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-17,3,mpich,0.19220948219299316,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-16,3,mpich,0.18765044212341309,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-8,3,mpich,0.19817018508911133,ring_c,168
kubernetes-8/mpich/size_3_ring_c/mpis-3-ring_c-19,3,mpich,0.19546890258789062,ring_c,168
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-19,2,mpich,0.18574905395507812,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-2,2,mpich,0.19257044792175293,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-4,2,mpich,0.18335533142089844,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-13,2,mpich,0.18337559700012207,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-14,2,mpich,0.18769431114196777,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-10,2,mpich,0.19031500816345215,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-9,2,mpich,0.1826028823852539,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-7,2,mpich,0.18969297409057617,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-6,2,mpich,0.18748736381530762,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-0,2,mpich,0.188096284866333,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-18,2,mpich,0.18639826774597168,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-8,2,mpich,0.1940760612487793,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-16,2,mpich,0.1896955966949463,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-15,2,mpich,0.1816105842590332,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-11,2,mpich,0.18905282020568848,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-3,2,mpich,0.18295621871948242,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-12,2,mpich,0.18310165405273438,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-17,2,mpich,0.19151020050048828,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-5,2,mpich,0.18157505989074707,ring_c,112
kubernetes-8/mpich/size_2_ring_c/mpis-2-ring_c-1,2,mpich,0.1856522560119629,ring_c,112
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-8,3,mpich,0.6693410873413086,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-5,3,mpich,0.49117255210876465,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-19,3,mpich,0.4436652660369873,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-14,3,mpich,0.5352985858917236,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-18,3,mpich,0.43058347702026367,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-11,3,mpich,0.5997929573059082,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-12,3,mpich,0.6337130069732666,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-10,3,mpich,0.46952271461486816,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-16,3,mpich,0.7104933261871338,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-13,3,mpich,0.5662932395935059,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-4,3,mpich,0.616002082824707,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-3,3,mpich,0.5002884864807129,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-9,3,mpich,0.4114558696746826,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-0,3,mpich,0.521791934967041,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-1,3,mpich,0.7973988056182861,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-7,3,mpich,0.7936220169067383,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-15,3,mpich,0.7473101615905762,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-6,3,mpich,0.51578688621521,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-17,3,mpich,0.5039231777191162,ring_usempi-noaff,168
kubernetes-8/mpich/size_3_ring_usempi-noaff/mpis-3-ring_usempi-noaff-2,3,mpich,0.5129718780517578,ring_usempi-noaff,168
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-0,1,mpich,0.1754004955291748,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-8,1,mpich,0.1739029884338379,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-15,1,mpich,0.18531346321105957,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-9,1,mpich,0.17076611518859863,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-7,1,mpich,0.1675870418548584,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-10,1,mpich,0.17293214797973633,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-5,1,mpich,0.16530370712280273,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-17,1,mpich,0.1718292236328125,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-2,1,mpich,0.19484448432922363,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-19,1,mpich,0.17826485633850098,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-1,1,mpich,0.18946456909179688,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-14,1,mpich,0.16655540466308594,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-18,1,mpich,0.17760777473449707,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-4,1,mpich,0.170851469039917,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-13,1,mpich,0.17423343658447266,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-6,1,mpich,0.1853337287902832,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-12,1,mpich,0.18780779838562012,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-11,1,mpich,0.18517398834228516,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-3,1,mpich,0.1682422161102295,hello_cxx,56
kubernetes-8/mpich/size_1_hello_cxx/mpis-1-hello_cxx-16,1,mpich,0.16914629936218262,hello_cxx,56
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-4,6,mpich,0.2787971496582031,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-17,6,mpich,0.2775144577026367,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-7,6,mpich,0.26183319091796875,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-16,6,mpich,0.24734711647033691,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-14,6,mpich,0.27269840240478516,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-2,6,mpich,0.26996946334838867,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-3,6,mpich,0.2699577808380127,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-10,6,mpich,0.27400803565979004,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-1,6,mpich,0.2344362735748291,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-0,6,mpich,0.26236486434936523,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-15,6,mpich,0.2845730781555176,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-11,6,mpich,0.27550792694091797,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-6,6,mpich,0.2842423915863037,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-8,6,mpich,0.2812812328338623,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-13,6,mpich,0.28749799728393555,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-18,6,mpich,0.2944462299346924,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-5,6,mpich,0.28076720237731934,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-12,6,mpich,0.2621800899505615,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-19,6,mpich,0.2906525135040283,hello_cxx,336
kubernetes-8/mpich/size_6_hello_cxx/mpis-6-hello_cxx-9,6,mpich,0.26739978790283203,hello_cxx,336
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-1,7,mpich,1.6102116107940674,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-14,7,mpich,1.5456066131591797,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-16,7,mpich,1.6893837451934814,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-0,7,mpich,1.5959973335266113,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-18,7,mpich,1.845184326171875,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-15,7,mpich,1.5978977680206299,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-10,7,mpich,1.860856294631958,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-19,7,mpich,1.7313742637634277,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-12,7,mpich,1.7282238006591797,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-5,7,mpich,1.7751951217651367,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-17,7,mpich,1.6050376892089844,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-4,7,mpich,1.6825904846191406,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-9,7,mpich,1.7598373889923096,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-11,7,mpich,1.7135698795318604,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-6,7,mpich,1.6541528701782227,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-2,7,mpich,1.6336967945098877,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-3,7,mpich,1.8263623714447021,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-8,7,mpich,1.7148351669311523,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-13,7,mpich,1.7202568054199219,connectivity_c-noaff,392
kubernetes-8/mpich/size_7_connectivity_c-noaff/mpis-7-connectivity_c-noaff-7,7,mpich,1.8325278759002686,connectivity_c-noaff,392
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-14,4,mpich,0.40476465225219727,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-19,4,mpich,0.40712642669677734,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-2,4,mpich,0.42232465744018555,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-5,4,mpich,0.5124626159667969,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-4,4,mpich,0.43274974822998047,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-11,4,mpich,0.4217031002044678,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-6,4,mpich,0.401045560836792,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-18,4,mpich,0.4222147464752197,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-9,4,mpich,0.4449605941772461,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-12,4,mpich,0.4302084445953369,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-17,4,mpich,0.4033334255218506,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-7,4,mpich,0.40215349197387695,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-8,4,mpich,0.39763593673706055,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-1,4,mpich,0.41777515411376953,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-0,4,mpich,0.4460635185241699,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-16,4,mpich,0.3934593200683594,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-10,4,mpich,0.38469886779785156,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-13,4,mpich,0.41826701164245605,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-3,4,mpich,0.44858407974243164,hello_c-noaff,224
kubernetes-8/mpich/size_4_hello_c-noaff/mpis-4-hello_c-noaff-15,4,mpich,0.4512605667114258,hello_c-noaff,224
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-5,6,mpich,0.20907855033874512,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-17,6,mpich,0.21244406700134277,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-11,6,mpich,0.20581507682800293,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-8,6,mpich,0.20423436164855957,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-12,6,mpich,0.20799517631530762,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-3,6,mpich,0.21412992477416992,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-15,6,mpich,0.21478915214538574,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-4,6,mpich,0.21078038215637207,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-0,6,mpich,0.22422051429748535,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-14,6,mpich,0.22069573402404785,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-1,6,mpich,0.2148911952972412,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-18,6,mpich,0.21455025672912598,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-10,6,mpich,0.20831513404846191,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-7,6,mpich,0.20406126976013184,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-9,6,mpich,0.2141282558441162,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-2,6,mpich,0.2105731964111328,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-13,6,mpich,0.21230769157409668,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-6,6,mpich,0.24648380279541016,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-19,6,mpich,0.21162724494934082,ring_c,336
kubernetes-8/mpich/size_6_ring_c/mpis-6-ring_c-16,6,mpich,0.20313501358032227,ring_c,336
kubernetes-8/mpich/size_4_ring_mpifh/mpis-4-ring_mpifh-18,4,mpich,0.20748615264892578,ring_mpifh,224
kubernetes-8/mpich/size_4_ring_mpifh/mpis-4-ring_mpifh-3,4,mpich,0.19374680519104004,ring_mpifh,224
kubernetes-8/mpich/size_4_ring_mpifh/mpis-4-ring_mpifh-0,4,mpich,0.1994917392730713,ring_mpifh,224
kubernetes-8/mpich/size_4_ring_mpifh/mpis-4-ring_mpifh-8,4,mpich,0.22028207778930664,ring_mpifh,224
kubernetes-8/mpich/size_4_ring_mpifh/mpis-4-ring_mpifh-1,4,mpich,0.20104026794433594,ring_mpifh,224
kubernetes-8/mpich/size_4_ring_mpifh/mpis-4-ring_mpifh-13,4,mpich,0.20769047737121582,ring_mpifh,224
kubernetes-8/mpich/size_4_ring_mpifh/mpis-4-ring_mpifh-19,4,mpich,0.21346235275268555,ring_mpifh,224
kubernetes-8/mpich/size_4_ring_mpifh/mpis-4-ring_mpifh-15,4,mpich,0.20645689964294434,ring_mpifh,224
kubernetes-8/mpich/size_4_ring_mpifh/mpis-4-ring_mpifh-14,4,mpich,0.20020055770874023,ring_mpifh,224
kubernetes-8/mpich/size_4_ring_mpifh/mpis-4-ring_mpifh-16,4,mpich,0.19248485565185547,ring_mpifh,224
